Id,Label
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_br.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_cn.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_xr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_yr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_br.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_cn.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_xr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_yr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_yr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_yr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_yr.jpg,0
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4356.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4356_br.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4356_cn.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4356_xr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4356_yr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4357_br.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4357_cn.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4357_xr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4357_yr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4358.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4358_br.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4358_cn.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4358_xr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4358_yr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4359.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4359_br.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4359_cn.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4359_xr.JPEG,2
./Train/Anglo_Arms_95_Fixed_Blade/IMG_4359_yr.JPEG,2
./Train/Anglo_Arms_Black_Fibre_Handle_Lock_Knife/IMG_3900.JPEG,3
./Train/Anglo_Arms_Black_Fibre_Handle_Lock_Knife/IMG_3900_br.JPEG,3
./Train/Anglo_Arms_Black_Fibre_Handle_Lock_Knife/IMG_3900_cn.JPEG,3
./Train/Anglo_Arms_Black_Fibre_Handle_Lock_Knife/IMG_3900_xr.JPEG,3
